program_id,parent_program_id,short_title,title,long_title,variants,school_id,diploma,field,city
P103,P100,MBA — Italien,MBA Management Hôtelier — Italien,,"{""language"":""IT""}",S10,MBA,Hôtellerie,Bordeaux
P1024,P1020,Diplôme d'ingénieur Biologie — Alterna,Diplôme d'ingénieur Biologie — Alternance,,"{""apprenticeship"": ""true""}",S36,Diplôme d'ingénieur,Biologie,Paris
P1157,P1154,MSc Économie — Alternance,MSc Économie — Alternance,,"{""apprenticeship"": 1}",S32,MSc,Économie,Toulouse
P1581,P1579,Bachelor Genie Civil - Alternance / In,BACHELOR GÉNIE CIVIL — ALTERNANCE / INTERNATIONAL,,"{""apprenticeship"": ""oui"", ""track"": ""international"", ""school_id"": ""S27""}",S27,Bachelor,Génie Civil,Grenoble
P1632,,Diplôme d'ingenieur Logistique,Diplôme d'ingénieur Logistique ,,,S33,Diplôme d'ingénieur,Logistique,Lille
P1647,,CPGE Tourisme,CPGE Tourisme,CPGE Tourisme — programme complet (ancien libellé),,S18,CPGE,Tourisme,Lyon
P1149,P1145,BUT Droit — EN,BUT Droit — EN,,"{""language"": ""EN""}",S15,BUT,Droit,Paris
P1514,,DN MADE Droit,DN MADE Droit,,,S21,DN MADE,Droit,Lyon
P1564,P1562,BTS Psychologie - Campus,BTS Psychologie — Campus ,,"{""school_id"": ""S32""}",S32,BTS,Psychologie,Toulouse
P1307,P1305,BTS Commerce — IT,BTS Commerce — IT,,"{""language"": ""IT"", ""school_id"": ""S34""}",S34,BTS,Commerce,Paris
P1854,P1853,DN MADE Management Hôtelier — Double-D,DN MADE Management Hôtelier — Double-Diplôme,,"{""track"": ""double-diplôme""}",S23,DN MADE,Management Hôtelier,Lille
P1523,,Licence Marketing,Licence Marketing,,,S35,Licence,Marketing,Paris
P1179,,CPGE Data Science,CPGE Data Science,,,S32,CPGE,Data Science,Toulouse
P1637,P1636,CPGE Chimie — en / Red Team,CPGE Chimie — en / Red Team,,"{""language"": ""en"", ""track"": ""red team""}",S30,CPGE,Chimie,Rennes
P1247,P1244,DN MADE Langues — Alternance / Data,DN MADE Langues — Alternance / Data,,"{""apprenticeship"": true, ""track"": ""data""}",S23,DN MADE,Langues,Lille
P1570,,Diplôme d'ingénieur Commerce,Diplôme d'ingénieur Commerce,,,S25,Diplôme d'ingénieur,Commerce,Rennes
P1423,P1422,MSc Finance — anglais / Alternance,MSc Finance — anglais / Alternance,,"{""language"": ""anglais"", ""apprenticeship"": ""oui""}",S19,MSc,Finance,Lille
P1493,P1491,DN MADE Logistique — IT,DN MADE Logistique — IT,,"{""language"": ""IT""}",S31,DN MADE,Logistique,Nantes
P1881,P1878,BUT Cinéma — International,BUT Cinéma — International,,"{""track"": ""international""}",S18,BUT,Cinéma,Lyon
P1588,P1586,Licence Pro Économie — es,Licence Pro Économie — es,,"{""language"": ""es""}",S32,Licence Pro,Économie,Toulouse
P1848,,BTS Ressources Humaines,BTS Ressources Humaines,,,S13,BTS,Ressources Humaines,Paris
P1671,P1668,Licence Design — Recherche,Licence Design — Recherche,,"{""track"": ""recherche""}",S19,Licence,Design,Lille
P1752,P1748,BUT Génie Mécanique — IT,BUT Génie Mécanique — IT,,"{""language"": ""IT""}",S23,BUT,Génie Mécanique,Lille
P1505,,Licence Pro Data Science,Licence Pro Data Science,,,S21,Licence Pro,Data Science,Lyon
P1158,,CPGE Droit,CPGE Droit,,,S16,CPGE,Droit,Grenoble
P1308,P1305,BTS Commerce - Alternance,BTS Commerce — Alternance ,,"{""apprenticeship"": true}",S32,BTS,Commerce,Toulouse
P1460,P1457,BUT Cinéma — Campus,BUT Cinéma — Campus,,"{""school_id"": ""S15""}",S15,BUT,Cinéma,Paris
P1604,P1602,Bachelor Commerce — English / Data,Bachelor Commerce — English / Data,,"{""language"": ""English"", ""track"": ""data""}",S16,Bachelor,Commerce,Grenoble
P1483,P1480,Licence Architecture — es / Alternance,Licence Architecture — es / Alternance,,"{""language"": ""es"", ""apprenticeship"": true}",S20,Licence,Architecture,Strasbourg
P1001,,CPGE Sciences Politiques,CPGE Sciences Politiques,,,S13,CPGE,Sciences Politiques,Paris
P1735,,DN MADE Génie Mécanique,DN MADE Génie Mécanique,,,S34,DN MADE,Génie Mécanique,Paris
P1360,P1357,MSc Design — es / Recherche,MSc Design — es / Recherche,,"{""language"": ""es"", ""track"": ""recherche""}",S16,MSc,Design,Grenoble
P1403,P1400,MSc Économie — es / Alternance,MSc Économie — es / Alternance,,"{""language"": ""es"", ""apprenticeship"": ""oui"", ""school_id"": ""S20""}",S20,MSc,Économie,Strasbourg
P1862,P1860,MSc Sciences Politiques — EN,MSc Sciences Politiques — EN,,"{""language"": ""EN"", ""school_id"": ""S16""}",S16,MSc,Sciences Politiques,Grenoble
P1580,P1579,Bachelor Génie Civil — Alternance,Bachelor Génie Civil — Alternance,,"{""apprenticeship"": 1}",S16,Bachelor,Génie Civil,Grenoble
P1747,,CPGE Communication,CPGE Communication,,,S13,CPGE,Communication,Paris
P1246,P1244,DN MADE Langues - es / Alternance,DN MADE Langues — es / Alternance ,,"{""language"": ""es"", ""apprenticeship"": ""oui"", ""school_id"": ""S14""}",S14,DN MADE,Langues,Strasbourg
P1612,P1610,CPGE Génie Civil — IT,CPGE Génie Civil — IT,,"{""language"": ""IT""}",S28,CPGE,Génie Civil,Toulouse
P1198,P1197,BUT Langues — es,BUT Langues — es,,"{""language"": ""es""}",S12,BUT,Langues,Lille
P1684,,BUT Informatique,BUT Informatique,,,S26,BUT,Informatique,Lille
P1225,P1223,CPGE Langues - Campus,CPGE Langues — Campus ,,"{""school_id"": ""S26""}",S26,CPGE,Langues,Lille
P1118,,DN MADE Psychologie,DN MADE Psychologie,,,S20,DN MADE,Psychologie,Strasbourg
P1796,,Diplôme d'ingenieur Commerce,Diplôme d'ingénieur Commerce ,,,S16,Diplôme d'ingénieur,Commerce,Grenoble
P1155,P1154,MSc Économie — anglais,MSc Économie — anglais,,"{""language"": ""anglais""}",S32,MSc,Économie,Toulouse
P1545,,Licence Cinéma,Licence Cinéma,,,S31,Licence,Cinéma,Nantes
P1753,,BUT Management Hôtelier,BUT Management Hôtelier,,,S34,BUT,Management Hôtelier,Paris
P1686,P1684,BUT Informatique - anglais,BUT Informatique — anglais ,,"{""language"": ""anglais"", ""school_id"": ""S32""}",S32,BUT,Informatique,Toulouse
P1607,P1606,DN MADE Finance — International,DN MADE Finance — International,,"{""track"": ""international"", ""school_id"": ""S16""}",S16,DN MADE,Finance,Grenoble
P1116,P1113,Diplôme d'ingénieur Ressources Humaine,Diplôme d'ingénieur Ressources Humaines — English,,"{""language"": ""English""}",S35,Diplôme d'ingénieur,Ressources Humaines,Paris
P1623,P1619,Licence Pro Architecture - Alternance ,LICENCE PRO ARCHITECTURE — ALTERNANCE / EXCELLENCE,,"{""apprenticeship"": 1, ""track"": ""excellence""}",S10,Licence Pro,Architecture,Paris
P1142,P1141,CPGE Ressources Humaines — anglais,CPGE Ressources Humaines — anglais,,"{""language"": ""anglais""}",S25,CPGE,Ressources Humaines,Rennes
P1514,,DN MADE Droit,DN MADE Droit ,,,S21,DN MADE,Droit,Lyon
P1605,P1602,Bachelor Commerce — EN / Alternance,Bachelor Commerce — EN / Alternance,,"{""language"": ""EN"", ""apprenticeship"": ""true"", ""school_id"": ""S29""}",S29,Bachelor,Commerce,Bordeaux
P1370,P1369,Bachelor Design — IT,Bachelor Design — IT,,"{""language"": ""IT""}",S26,Bachelor,Design,Lille
P1009,P1007,BTS Sciences Politiques — Alternance,BTS Sciences Politiques — Alternance,,"{""apprenticeship"": true}",S33,BTS,Sciences Politiques,Lille
P1660,,Licence Pro Économie,Licence Pro Économie,,,S13,Licence Pro,Économie,Paris
P1393,,BUT Génie Mécanique,BUT Génie Mécanique,BUT Génie Mécanique — programme complet (ancien libellé),,S31,BUT,Génie Mécanique,Nantes
P1215,P1214,Licence Chimie — EN,Licence Chimie — EN,,"{""language"": ""EN"", ""school_id"": ""S14""}",S14,Licence,Chimie,Strasbourg
P1479,P1476,BUT Génie Civil — English / Recherche,BUT Génie Civil — English / Recherche,,"{""language"": ""English"", ""track"": ""recherche""}",S18,BUT,Génie Civil,Lyon
P1739,P1737,MBA Langues — English,MBA Langues — English,,"{""language"": ""English""}",S11,MBA,Langues,Toulouse
P1273,P1271,MBA Biologie — Data,MBA Biologie — Data,,"{""track"": ""data""}",S18,MBA,Biologie,Lyon
P1367,P1364,DN MADE Architecture — English / Alter,DN MADE Architecture — English / Alternance,,"{""language"": ""English"", ""apprenticeship"": true}",S18,DN MADE,Architecture,Lyon
P1498,,MSc Commerce,MSc Commerce,MSc Commerce — programme complet (ancien libellé),,S19,MSc,Commerce,Lille
P1144,P1143,Master Logistique — es / Alternance,Master Logistique — es / Alternance,,"{""language"": ""es"", ""apprenticeship"": ""oui""}",S28,Master,Logistique,Toulouse
P1088,P1084,BUT Biologie — English,BUT Biologie — English,,"{""language"": ""English""}",S26,BUT,Biologie,Lille
P1547,P1546,MSc Management Hôtelier — IT / Alterna,MSc Management Hôtelier — IT / Alternance / Recherche,,"{""language"": ""IT"", ""apprenticeship"": true, ""track"": ""recherche""}",S23,MSc,Management Hôtelier,Lille
P1011,,MBA Logistique,MBA Logistique,,,S24,MBA,Logistique,Strasbourg
P1542,P1539,Bachelor Management Hôtelier — anglais,Bachelor Management Hôtelier — anglais / Alternance,,"{""language"": ""anglais"", ""apprenticeship"": 1}",S30,Bachelor,Management Hôtelier,Rennes
P1094,,Diplôme d'ingénieur Psychologie,Diplôme d'ingénieur Psychologie,,,S34,Diplôme d'ingénieur,Psychologie,Paris
P1139,P1138,CPGE Biologie — Alternance / Campus,CPGE Biologie — Alternance / Campus,,"{""apprenticeship"": true, ""school_id"": ""S16""}",S16,CPGE,Biologie,Grenoble
P1226,,DN MADE Économie,DN MADE Économie,,,S13,DN MADE,Économie,Paris
P1032,P1031,MSc Commerce — EN,MSc Commerce — EN,,"{""language"": ""EN""}",S26,MSc,Commerce,Lille
P1371,P1369,Bachelor Design - Alternance,BACHELOR DESIGN — ALTERNANCE,,"{""apprenticeship"": 1}",S26,Bachelor,Design,Lille
P1264,P1263,DN MADE Ressources Humaines — es,DN MADE Ressources Humaines — es,,"{""language"": ""es""}",S26,DN MADE,Ressources Humaines,Lille
P1727,P1725,Licence Pro Commerce — EN,Licence Pro Commerce — EN,,"{""language"": ""EN""}",S33,Licence Pro,Commerce,Lille
P1566,P1562,BTS Psychologie - Alternance / Data,BTS Psychologie — Alternance / Data ,,"{""apprenticeship"": ""oui"", ""track"": ""data"", ""school_id"": ""S10""}",S10,BTS,Psychologie,Paris
P1019,,Master Cinéma,Master Cinéma,,,S34,Master,Cinéma,Paris
P1815,P1814,MSc Architecture — Alternance,MSc Architecture — Alternance,,"{""apprenticeship"": 1}",S24,MSc,Architecture,Strasbourg
P1146,P1145,BUT Droit — Red Team,BUT Droit — Red Team,,"{""track"": ""red team""}",S15,BUT,Droit,Paris
P1437,,Licence Génie Civil,Licence Génie Civil,,,S20,Licence,Génie Civil,Strasbourg
P1765,P1763,Diplôme d'ingénieur Ressources Humaine,Diplôme d'ingénieur Ressources Humaines — anglais,,"{""language"": ""anglais"", ""school_id"": ""S23""}",S23,Diplôme d'ingénieur,Ressources Humaines,Lille
P1265,P1263,DN MADE Ressources Humaines — Alternan,DN MADE Ressources Humaines — Alternance,,"{""apprenticeship"": ""true""}",S26,DN MADE,Ressources Humaines,Lille
P1660,,Licence Pro Économie,Licence Pro Économie,,,S13,Licence Pro,Économie,Paris
P1237,,Licence Pro Ressources Humaines,Licence Pro Ressources Humaines,,,S29,Licence Pro,Ressources Humaines,Bordeaux
P1468,P1465,Diplôme d'ingénieur Psychologie — EN,Diplôme d'ingénieur Psychologie — EN,,"{""language"": ""EN"", ""school_id"": ""S22""}",S22,Diplôme d'ingénieur,Psychologie,Strasbourg
P1664,P1662,DN MADE Management Hôtelier — Alternan,DN MADE Management Hôtelier — Alternance,,"{""apprenticeship"": 1}",S35,DN MADE,Management Hôtelier,Paris
P1690,P1689,MSc Tourisme — Alternance,MSc Tourisme — Alternance,,"{""apprenticeship"": ""true""}",S14,MSc,Tourisme,Strasbourg
P1312,P1309,BUT Génie Civil — Alternance / Campus,BUT Génie Civil — Alternance / Campus,,"{""apprenticeship"": 1, ""school_id"": ""S31""}",S31,BUT,Génie Civil,Nantes
P1405,P1404,Licence Pro Langues — Campus,Licence Pro Langues — Campus,,"{""school_id"": ""S14""}",S14,Licence Pro,Langues,Strasbourg
P1774,P1771,Diplôme d'ingenieur Économie - en / Cy,Diplôme d'ingénieur Économie — en / Cyber ,,"{""language"": ""en"", ""track"": ""cyber""}",S31,Diplôme d'ingénieur,Économie,Nantes
P1542,P1539,Bachelor Management Hôtelier - anglais,BACHELOR MANAGEMENT HÔTELIER — ANGLAIS / ALTERNANCE,,"{""language"": ""anglais"", ""apprenticeship"": 1}",S30,Bachelor,Management Hôtelier,Rennes
P1267,P1263,DN MADE Ressources Humaines - Alternan,DN MADE Ressources Humaines — Alternance ,,"{""apprenticeship"": ""oui""}",S26,DN MADE,Ressources Humaines,Lille
P1634,P1632,Diplôme d'ingénieur Logistique — Alter,Diplôme d'ingénieur Logistique — Alternance,,"{""apprenticeship"": ""true""}",S33,Diplôme d'ingénieur,Logistique,Lille
P1561,P1557,MSc Communication — English,MSc Communication — English,,"{""language"": ""English""}",S14,MSc,Communication,Strasbourg
P1753,,BUT Management Hôtelier,BUT MANAGEMENT HÔTELIER,,,S34,BUT,Management Hôtelier,Paris
P1285,P1283,Licence Pro Finance — Excellence,Licence Pro Finance — Excellence,,"{""track"": ""excellence""}",S19,Licence Pro,Finance,Lille
P1592,,BTS Management Hôtelier,BTS Management Hôtelier,,,S15,BTS,Management Hôtelier,Paris
P1159,P1158,CPGE Droit — Campus,CPGE Droit — Campus,,"{""school_id"": ""S30""}",S30,CPGE,Droit,Rennes
P1722,P1720,CPGE Marketing — IT,CPGE Marketing — IT,,"{""language"": ""IT""}",S29,CPGE,Marketing,Bordeaux
P1452,,MSc Psychologie,MSc Psychologie,,,S35,MSc,Psychologie,Paris
P1431,P1427,Bachelor Sciences Politiques — es,Bachelor Sciences Politiques — es,,"{""language"": ""es""}",S23,Bachelor,Sciences Politiques,Lille
P1269,P1268,Licence Pro Cinema - en,Licence Pro Cinéma — en ,,"{""language"": ""en""}",S29,Licence Pro,Cinéma,Bordeaux
P1616,P1614,Bachelor Finance — Alternance,Bachelor Finance — Alternance,,"{""apprenticeship"": 1}",S28,Bachelor,Finance,Toulouse
P1067,,MBA Informatique,MBA Informatique,,,S15,MBA,Informatique,Paris
P1245,P1244,DN MADE Langues — IT / Alternance,DN MADE Langues — IT / Alternance,,"{""language"": ""IT"", ""apprenticeship"": ""true""}",S23,DN MADE,Langues,Lille
P1000,,MSc Génie Civil,MSc Génie Civil,,,S29,MSc,Génie Civil,Bordeaux
P1808,P1806,Licence Pro Biologie — es,Licence Pro Biologie — es,,"{""language"": ""es""}",S30,Licence Pro,Biologie,Rennes
P1882,P1878,BUT Cinéma — Recherche,BUT Cinéma — Recherche,,"{""track"": ""recherche""}",S18,BUT,Cinéma,Lyon
P1283,,Licence Pro Finance,Licence Pro Finance,,,S19,Licence Pro,Finance,Lille
P1535,,Diplôme d'ingénieur Tourisme,Diplôme d'ingénieur Tourisme,,,S32,Diplôme d'ingénieur,Tourisme,Toulouse
P1703,P1700,BTS Design — IT / Alternance,BTS Design — IT / Alternance,,"{""language"": ""IT"", ""apprenticeship"": ""oui"", ""school_id"": ""S35""}",S35,BTS,Design,Paris
P1780,P1779,CPGE Finance - EN,CPGE FINANCE — EN,,"{""language"": ""EN""}",S30,CPGE,Finance,Rennes
P1518,,Master Data Science,Master Data Science,,,S34,Master,Data Science,Paris
P1325,P1323,CPGE Marketing — en,CPGE Marketing — en,,"{""language"": ""en""}",S29,CPGE,Marketing,Bordeaux
P1217,,Diplôme d'ingénieur Informatique,Diplôme d'ingénieur Informatique,Diplôme d'ingénieur Informatique — programme complet (ancien libellé),,S14,Diplôme d'ingénieur,Informatique,Strasbourg
P1750,P1748,BUT Génie Mécanique — anglais,BUT Génie Mécanique — anglais,,"{""language"": ""anglais""}",S23,BUT,Génie Mécanique,Lille
P1305,,BTS Commerce,BTS Commerce,,,S32,BTS,Commerce,Toulouse
P1443,P1442,BTS Génie Civil — en,BTS Génie Civil — en,,"{""language"": ""en""}",S15,BTS,Génie Civil,Paris
P1211,P1210,MSc Sciences Politiques — en,MSc Sciences Politiques — en,,"{""language"": ""en"", ""school_id"": ""S16""}",S16,MSc,Sciences Politiques,Grenoble
P1267,P1263,DN MADE Ressources Humaines — Alternan,DN MADE Ressources Humaines — Alternance,,"{""apprenticeship"": ""oui""}",S26,DN MADE,Ressources Humaines,Lille
P1586,,Licence Pro Économie,Licence Pro Économie,,,S32,Licence Pro,Économie,Toulouse
P1769,P1768,Licence Ressources Humaines — Alternan,Licence Ressources Humaines — Alternance,,"{""apprenticeship"": ""oui""}",S32,Licence,Ressources Humaines,Toulouse
P1320,P1317,BTS Informatique — English,BTS Informatique — English,,"{""language"": ""English""}",S14,BTS,Informatique,Strasbourg
P1723,,Licence Informatique,Licence Informatique,,,S10,Licence,Informatique,Paris
P1192,,Diplôme d'ingénieur Design,Diplôme d'ingénieur Design,Diplôme d'ingénieur Design — programme complet (ancien libellé),,S30,Diplôme d'ingénieur,Design,Rennes
P1683,P1679,Diplôme d'ingénieur Marketing — anglai,Diplôme d'ingénieur Marketing — anglais,,"{""language"": ""anglais""}",S18,Diplôme d'ingénieur,Marketing,Lyon
P1093,P1089,BUT Économie — EN,BUT Économie — EN,,"{""language"": ""EN"", ""school_id"": ""S17""}",S17,BUT,Économie,Lyon
P1541,P1539,Bachelor Management Hôtelier — anglais,Bachelor Management Hôtelier — anglais,,"{""language"": ""anglais""}",S30,Bachelor,Management Hôtelier,Rennes
P1026,P1025,Licence Pro Design — es,Licence Pro Design — es,,"{""language"": ""es"", ""school_id"": ""S27""}",S27,Licence Pro,Design,Grenoble
P1668,,Licence Design,Licence Design,,,S19,Licence,Design,Lille
P1799,P1798,MBA Logistique — English / Alternance ,MBA Logistique — English / Alternance / Excellence,,"{""language"": ""English"", ""apprenticeship"": true, ""track"": ""excellence""}",S36,MBA,Logistique,Paris
P1728,,Diplôme d'ingénieur Communication,Diplôme d'ingénieur Communication,,,S23,Diplôme d'ingénieur,Communication,Lille
P1871,,Diplôme d'ingenieur Droit,DIPLÔME D'INGÉNIEUR DROIT,,,S21,Diplôme d'ingénieur,Droit,Lyon
P1720,,CPGE Marketing,CPGE Marketing,,,S29,CPGE,Marketing,Bordeaux
P1161,P1160,DN MADE Finance — IT / Alternance,DN MADE Finance — IT / Alternance,,"{""language"": ""IT"", ""apprenticeship"": true, ""school_id"": ""S36""}",S36,DN MADE,Finance,Paris
P1879,P1878,BUT Cinéma — IT,BUT Cinéma — IT,,"{""language"": ""IT""}",S18,BUT,Cinéma,Lyon
P1306,P1305,BTS Commerce — EN / Alternance,BTS Commerce — EN / Alternance,,"{""language"": ""EN"", ""apprenticeship"": ""oui""}",S32,BTS,Commerce,Toulouse
P1773,P1771,Diplôme d'ingénieur Économie — en / Al,Diplôme d'ingénieur Économie — en / Alternance,,"{""language"": ""en"", ""apprenticeship"": ""oui""}",S31,Diplôme d'ingénieur,Économie,Nantes
P1565,P1562,BTS Psychologie — EN / Alternance,BTS Psychologie — EN / Alternance,,"{""language"": ""EN"", ""apprenticeship"": true, ""school_id"": ""S29""}",S29,BTS,Psychologie,Bordeaux
P1175,P1174,CPGE Psychologie - IT,CPGE PSYCHOLOGIE — IT,,"{""language"": ""IT""}",S20,CPGE,Psychologie,Strasbourg
P1073,P1072,Master Génie Civil — en / Alternance /,Master Génie Civil — en / Alternance / Recherche,,"{""language"": ""en"", ""apprenticeship"": 1, ""track"": ""recherche"", ""school_id"": ""S29""}",S29,Master,Génie Civil,Bordeaux
P1122,P1119,Master Langues — Alternance / Campus,Master Langues — Alternance / Campus,,"{""apprenticeship"": true, ""school_id"": ""S17""}",S17,Master,Langues,Lyon
P1156,P1154,MSc Économie — IT,MSc Économie — IT,,"{""language"": ""IT"", ""school_id"": ""S27""}",S27,MSc,Économie,Grenoble
P1831,P1828,BTS Architecture — Alternance / Campus,BTS Architecture — Alternance / Campus,,"{""apprenticeship"": 1, ""school_id"": ""S27""}",S27,BTS,Architecture,Grenoble
P1209,P1205,Master Architecture — IT / Recherche,Master Architecture — IT / Recherche,,"{""language"": ""IT"", ""track"": ""recherche"", ""school_id"": ""S31""}",S31,Master,Architecture,Nantes
P1132,P1129,CPGE Psychologie — Cyber,CPGE Psychologie — Cyber,,"{""track"": ""cyber""}",S33,CPGE,Psychologie,Lille
P1223,,CPGE Langues,CPGE Langues,,,S12,CPGE,Langues,Lille
P1444,P1442,BTS Genie Civil - Cyber,BTS GÉNIE CIVIL — CYBER,,"{""track"": ""cyber""}",S15,BTS,Génie Civil,Paris
P1555,,Licence Génie Mécanique,Licence Génie Mécanique,,,S19,Licence,Génie Mécanique,Lille
P1466,P1465,Diplôme d'ingénieur Psychologie — es,Diplôme d'ingénieur Psychologie — es,,"{""language"": ""es""}",S35,Diplôme d'ingénieur,Psychologie,Paris
P1230,P1229,BUT Communication — EN,BUT Communication — EN,,"{""language"": ""EN"", ""school_id"": ""S12""}",S12,BUT,Communication,Lille
P1818,P1817,Master Génie Civil — es,Master Génie Civil — es,,"{""language"": ""es""}",S14,Master,Génie Civil,Strasbourg
P1580,P1579,Bachelor Génie Civil — Alternance,Bachelor Génie Civil — Alternance,,"{""apprenticeship"": 1}",S16,Bachelor,Génie Civil,Grenoble
P1488,,MBA Sciences Politiques,MBA Sciences Politiques,,,S11,MBA,Sciences Politiques,Toulouse
P1711,P1709,BTS Commerce — Alternance / Campus,BTS Commerce — Alternance / Campus,,"{""apprenticeship"": ""true"", ""school_id"": ""S35""}",S35,BTS,Commerce,Paris
P1047,P1044,MSc Droit — Red Team,MSc Droit — Red Team,,"{""track"": ""red team""}",S11,MSc,Droit,Toulouse
P1868,,Bachelor Data Science,Bachelor Data Science,,,S30,Bachelor,Data Science,Rennes
P1764,P1763,Diplôme d'ingénieur Ressources Humaine,Diplôme d'ingénieur Ressources Humaines — EN,,"{""language"": ""EN""}",S29,Diplôme d'ingénieur,Ressources Humaines,Bordeaux
P1381,P1378,MSc Langues — IT / Alternance / Cyber,MSc Langues — IT / Alternance / Cyber,,"{""language"": ""IT"", ""apprenticeship"": ""true"", ""track"": ""cyber"", ""school_id"": ""S27""}",S27,MSc,Langues,Grenoble
P1729,,Bachelor Informatique,Bachelor Informatique,,,S14,Bachelor,Informatique,Strasbourg
P1847,P1845,Licence Pro Psychologie — EN,Licence Pro Psychologie — EN,,"{""language"": ""EN""}",S15,Licence Pro,Psychologie,Paris
P1719,,Licence Pro Ressources Humaines,Licence Pro Ressources Humaines,,,S13,Licence Pro,Ressources Humaines,Paris
P1563,P1562,BTS Psychologie — Recherche,BTS Psychologie — Recherche,,"{""track"": ""recherche""}",S12,BTS,Psychologie,Lille
P1035,,Diplôme d'ingénieur Management Hôt,Diplôme d'ingénieur Management Hôtelier,,,S11,Diplôme d'ingénieur,Management Hôtelier,Toulouse
P1052,,BTS Génie Civil,BTS Génie Civil,,,S12,BTS,Génie Civil,Lille
P1172,,CPGE Management Hôtelier,CPGE Management Hôtelier,,,S26,CPGE,Management Hôtelier,Lille
P1521,P1518,Master Data Science — English / Red Te,Master Data Science — English / Red Team,,"{""language"": ""English"", ""track"": ""red team""}",S34,Master,Data Science,Paris
P1592,,BTS Management Hôtelier,BTS Management Hôtelier,,,S15,BTS,Management Hôtelier,Paris
P1266,P1263,DN MADE Ressources Humaines — en,DN MADE Ressources Humaines — en,,"{""language"": ""en""}",S26,DN MADE,Ressources Humaines,Lille
P1658,P1656,BTS Droit — Alternance,BTS Droit — Alternance,,"{""apprenticeship"": ""true""}",S23,BTS,Droit,Lille
P1327,,BTS Logistique,BTS Logistique,,,S15,BTS,Logistique,Paris
P1598,,Licence Pro Finance,Licence Pro Finance,,,S13,Licence Pro,Finance,Paris
P1826,,DN MADE Tourisme,DN MADE Tourisme,,,S15,DN MADE,Tourisme,Paris
P1829,P1828,BTS Architecture — anglais / Excellenc,BTS Architecture — anglais / Excellence,,"{""language"": ""anglais"", ""track"": ""excellence""}",S21,BTS,Architecture,Lyon
P1740,,DN MADE Management Hôtelier,DN MADE Management Hôtelier,,,S23,DN MADE,Management Hôtelier,Lille
P1003,P1001,CPGE Sciences Politiques — Excellence,CPGE Sciences Politiques — Excellence,,"{""track"": ""excellence""}",S13,CPGE,Sciences Politiques,Paris
P1008,P1007,BTS Sciences Politiques — English / Re,BTS Sciences Politiques — English / Recherche,,"{""language"": ""English"", ""track"": ""recherche""}",S33,BTS,Sciences Politiques,Lille
P1089,,BUT Économie,BUT Économie,,,S17,BUT,Économie,Lyon
P1589,P1586,Licence Pro Économie — anglais,Licence Pro Économie — anglais,,"{""language"": ""anglais""}",S32,Licence Pro,Économie,Toulouse
P1657,P1656,BTS Droit — English / Alternance,BTS Droit — English / Alternance,,"{""language"": ""English"", ""apprenticeship"": 1}",S23,BTS,Droit,Lille
P1361,,Licence Pro Sciences Politiques,Licence Pro Sciences Politiques,,,S25,Licence Pro,Sciences Politiques,Rennes
P1613,P1610,CPGE Génie Civil — Alternance / Cyber,CPGE Génie Civil — Alternance / Cyber,,"{""apprenticeship"": ""oui"", ""track"": ""cyber""}",S28,CPGE,Génie Civil,Toulouse
P1875,,DN MADE Génie Civil,DN MADE Génie Civil,,,S21,DN MADE,Génie Civil,Lyon
P1853,,DN MADE Management Hôtelier,DN MADE Management Hôtelier ,,,S23,DN MADE,Management Hôtelier,Lille
P1708,P1707,Licence Informatique — anglais / Alter,Licence Informatique — anglais / Alternance,,"{""language"": ""anglais"", ""apprenticeship"": true}",S31,Licence,Informatique,Nantes
P1044,,MSc Droit,MSc Droit,,,S11,MSc,Droit,Toulouse
P1259,P1258,BTS Logistique — English,BTS Logistique — English,,"{""language"": ""English""}",S25,BTS,Logistique,Rennes
P1408,P1404,Licence Pro Langues — Alternance,Licence Pro Langues — Alternance,,"{""apprenticeship"": 1}",S13,Licence Pro,Langues,Paris
P1761,P1759,DN MADE Management Hôtelier — IT,DN MADE Management Hôtelier — IT,,"{""language"": ""IT""}",S34,DN MADE,Management Hôtelier,Paris
P1430,P1427,Bachelor Sciences Politiques — IT,Bachelor Sciences Politiques — IT,,"{""language"": ""IT""}",S23,Bachelor,Sciences Politiques,Lille
P1680,P1679,Diplôme d'ingénieur Marketing — Englis,Diplôme d'ingénieur Marketing — English / Alternance,,"{""language"": ""English"", ""apprenticeship"": ""oui""}",S18,Diplôme d'ingénieur,Marketing,Lyon
P1602,,Bachelor Commerce,Bachelor Commerce,,,S16,Bachelor,Commerce,Grenoble
P1397,P1395,Master Communication — English,Master Communication — English,,"{""language"": ""English""}",S19,Master,Communication,Lille
P201,P200,Bachelor Info — EN,Bachelor Informatique — English Track,,"{""language"":""anglais""}",S20,Bachelor,Informatique,Lyon
P1802,P1800,Licence Pro Commerce — en,Licence Pro Commerce — en,,"{""language"": ""en""}",S28,Licence Pro,Commerce,Toulouse
P1151,,BTS Architecture,BTS Architecture,,,S26,BTS,Architecture,Lille
P1191,P1190,Master Finance — English,Master Finance — English,,"{""language"": ""English""}",S29,Master,Finance,Bordeaux
P1344,P1342,Licence Pro Biologie — IT / Double-Dip,Licence Pro Biologie — IT / Double-Diplôme,,"{""language"": ""IT"", ""track"": ""double-diplôme"", ""school_id"": ""S32""}",S32,Licence Pro,Biologie,Toulouse
